Jun 29 2017 at 9:31:52
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	13.83	17.97	73.82	0.00	0.0679	12.34	542.9	404.53	0.0288	186.5	3.357	6.11	-4.16	1.54
	14.83	17.97	73.82	0.00	0.0680	12.34	542.9	404.56	0.0318	218.5	3.932	7.16	-2.03	1.54
	15.83	18.00	73.85	0.00	0.0679	12.35	543.3	404.73	0.0315	206.2	3.712	6.76	-2.81	1.54
	16.83	18.00	73.82	0.00	0.0678	12.34	542.8	404.52	0.0300	196.7	3.540	6.45	-3.44	1.54
	17.83	17.98	73.82	0.00	0.0680	12.33	542.7	404.39	0.0292	187.5	3.376	6.15	-4.08	1.54
	18.83	18.00	73.82	0.00	0.0679	12.34	542.9	404.61	0.0296	190.8	3.434	6.26	-3.85	1.54
	19.83	18.02	73.82	0.00	0.0679	12.34	543.0	404.64	0.0298	197.6	3.557	6.48	-3.38	1.54
	20.83	18.02	73.82	0.00	0.0680	12.34	542.8	404.56	0.0306	197.4	3.553	6.47	-3.40	1.54
	21.91	18.02	73.82	0.00	0.0679	12.34	542.8	404.50	0.0312	194.3	3.497	6.37	-3.61	1.54
	22.83	18.02	73.82	0.00	0.0679	12.33	542.6	404.40	0.0301	195.1	3.512	6.40	-3.55	1.54
	23.83	18.02	73.82	0.00	0.0679	12.33	542.6	404.39	0.0305	198.1	3.566	6.50	-3.35	1.54
	24.83	18.00	73.85	0.00	0.0679	12.33	542.6	404.21	0.0307	199.2	3.585	6.53	-3.28	1.55
	25.83	18.00	73.80	0.00	0.0679	12.35	543.3	405.03	0.0311	204.6	3.682	6.71	-2.92	1.54
	26.83	18.03	73.80	0.00	0.0679	12.33	542.7	404.59	0.0309	200.1	3.603	6.57	-3.21	1.54
	27.83	18.02	73.82	0.00	0.0680	12.33	542.6	404.37	0.0313	203.3	3.660	6.67	-3.00	1.54
	28.83	18.03	73.82	0.00	0.0680	12.33	542.6	404.40	0.0311	201.3	3.623	6.60	-3.13	1.54
	29.83	18.03	73.82	0.00	0.0679	12.33	542.7	404.50	0.0307	204.7	3.685	6.71	-2.91	1.54
	30.83	18.03	73.82	0.00	0.0681	12.35	543.6	405.12	0.0334	218.5	3.933	7.16	-2.03	1.55
	31.83	18.02	73.80	0.00	0.0680	12.35	543.4	405.11	0.0327	222.7	4.009	7.31	-1.77	1.54
	32.91	18.03	73.82	0.00	0.0680	12.35	543.3	404.89	0.0321	210.6	3.790	6.91	-2.53	1.54
	33.83	18.08	73.85	0.00	0.0679	12.33	542.7	404.37	0.0310	202.5	3.645	6.64	-3.05	1.54
	34.91	18.07	73.82	0.00	0.0680	12.34	543.0	404.72	0.0330	215.0	3.870	7.05	-2.24	1.54
	35.83	18.08	73.82	0.00	0.0679	12.33	542.6	404.46	0.0320	211.7	3.810	6.94	-2.45	1.54
	36.84	18.07	73.80	0.00	0.0679	12.34	543.0	404.85	0.0319	214.2	3.855	7.03	-2.30	1.55
	37.83	18.10	73.82	0.00	0.0680	12.35	543.3	405.00	0.0334	217.8	3.920	7.14	-2.07	1.54
	38.83	18.07	73.80	0.00	0.0678	12.35	543.2	405.06	0.0333	220.6	3.970	7.24	-1.90	1.54
	39.83	18.07	73.82	0.00	0.0680	12.33	542.4	404.33	0.0325	207.9	3.743	6.82	-2.70	1.54
	40.83	18.05	73.82	0.00	0.0679	12.33	542.6	404.39	0.0330	214.9	3.867	7.05	-2.25	1.54
	41.83	18.07	73.82	0.00	0.0679	12.33	542.6	404.46	0.0326	213.7	3.847	7.01	-2.32	1.55
	42.83	18.08	73.80	0.00	0.0680	12.36	544.1	405.69	0.0341	238.4	4.292	7.82	-0.84	1.55
	43.83	18.08	73.82	0.00	0.0680	12.36	543.8	405.40	0.0352	243.5	4.383	7.99	-0.55	1.54
	44.83	18.07	73.82	0.00	0.0679	12.35	543.5	405.12	0.0343	236.1	4.249	7.74	-0.98	1.55
	45.83	18.10	73.80	0.00	0.0679	12.34	542.8	404.80	0.0330	219.4	3.949	7.20	-1.97	1.55
	46.83	18.10	73.85	0.00	0.0679	12.33	542.5	404.25	0.0330	218.4	3.931	7.16	-2.03	1.54
	47.83	18.10	73.82	0.00	0.0679	12.35	543.5	405.19	0.0337	222.8	4.010	7.31	-1.76	1.55
	48.83	18.10	73.82	0.00	0.0678	12.32	542.0	404.02	0.0328	216.1	3.890	7.09	-2.17	1.55
	49.84	18.10	73.80	0.00	0.0679	12.33	542.3	404.44	0.0328	216.3	3.894	7.10	-2.16	1.55
	50.83	18.12	73.82	0.00	0.0679	12.32	542.3	404.26	0.0327	215.7	3.882	7.08	-2.20	1.54
	51.84	18.13	73.82	0.00	0.0678	12.32	542.0	404.09	0.0324	214.6	3.862	7.04	-2.27	1.55
	52.83	18.12	73.82	0.00	0.0680	12.34	543.0	404.80	0.0340	222.1	3.998	7.29	-1.80	1.55
	53.84	18.13	73.85	0.00	0.0680	12.35	543.5	405.06	0.0351	233.4	4.200	7.65	-1.13	1.55
	54.83	18.13	73.82	0.00	0.0678	12.31	541.7	403.87	0.0328	217.3	3.912	7.13	-2.10	1.55
	55.83	18.12	73.82	0.00	0.0679	12.33	542.6	404.53	0.0334	219.3	3.948	7.19	-1.97	1.55
	56.83	18.15	73.80	0.00	0.0679	12.33	542.6	404.69	0.0339	227.9	4.102	7.48	-1.45	1.55
	57.83	18.13	73.80	0.00	0.0678	12.32	542.3	404.43	0.0334	223.1	4.016	7.32	-1.74	1.55
	58.83	18.15	73.82	0.00	0.0679	12.33	542.6	404.57	0.0338	227.2	4.089	7.45	-1.49	1.55
	59.83	18.13	73.82	0.00	0.0678	12.33	542.4	404.41	0.0339	223.7	4.027	7.34	-1.70	1.55
	60.83	18.15	73.82	0.00	0.0680	12.34	543.2	404.98	0.0346	236.9	4.264	7.77	-0.92	1.55
	61.83	18.17	73.85	0.00	0.0679	12.33	542.6	404.48	0.0339	225.2	4.053	7.39	-1.61	1.55
	62.91	18.15	73.82	0.00	0.0680	12.34	542.9	404.79	0.0340	227.3	4.092	7.46	-1.49	1.55
	63.83	18.15	73.82	0.00	0.0679	12.34	543.1	404.96	0.0345	230.6	4.151	7.57	-1.29	1.55
	64.84	18.15	73.80	0.00	0.0681	12.36	543.9	405.64	0.0361	243.8	4.388	8.00	-0.53	1.55
	65.83	18.18	73.82	0.00	0.0679	12.35	543.4	405.23	0.0353	239.2	4.306	7.85	-0.79	1.55
	66.84	18.18	73.82	0.00	0.0678	12.33	542.6	404.64	0.0353	237.8	4.280	7.80	-0.87	1.55
	67.83	18.18	73.80	0.00	0.0679	12.34	542.8	404.92	0.0346	232.7	4.188	7.64	-1.17	1.55
	68.83	18.17	73.82	0.00	0.0681	12.35	543.5	405.26	0.0359	237.5	4.274	7.79	-0.89	1.55
	69.83	18.17	73.82	0.00	0.0680	12.34	543.0	404.91	0.0354	239.5	4.310	7.86	-0.77	1.55
	70.83	18.18	73.80	0.00	0.0680	12.34	542.9	404.94	0.0352	241.1	4.339	7.91	-0.68	1.55
	71.91	18.20	73.82	0.00	0.0680	12.35	543.3	405.17	0.0354	239.1	4.303	7.84	-0.79	1.55
	72.83	18.18	73.80	0.00	0.0679	12.34	543.1	405.09	0.0357	242.3	4.361	7.95	-0.61	1.55
	73.83	18.18	73.80	0.00	0.0680	12.34	542.9	404.95	0.0353	236.7	4.261	7.77	-0.93	1.55
	74.83	18.23	73.82	0.00	0.0679	12.34	542.9	404.91	0.0350	236.3	4.253	7.75	-0.95	1.55
	75.91	18.20	73.82	0.00	0.0679	12.33	542.7	404.73	0.0354	238.7	4.297	7.83	-0.82	1.55
	76.83	18.22	73.82	0.00	0.0681	12.38	544.5	406.10	0.0375	259.5	4.671	8.52	0.33	1.55
	77.84	18.22	73.82	0.00	0.0681	12.37	544.2	405.82	0.0363	250.9	4.516	8.23	-0.13	1.55
	78.83	18.22	73.82	0.00	0.0680	12.35	543.3	405.17	0.0358	246.2	4.431	8.08	-0.39	1.55
	79.84	18.22	73.85	0.00	0.0681	12.38	544.9	406.19	0.0373	256.0	4.609	8.40	0.15	1.55
	80.83	18.23	73.82	0.00	0.0679	12.34	543.1	405.03	0.0370	251.2	4.521	8.24	-0.12	1.55
	81.84	18.23	73.82	0.00	0.0678	12.33	542.4	404.49	0.0357	241.4	4.345	7.92	-0.66	1.55
	82.83	18.22	73.82	0.00	0.0679	12.33	542.4	404.48	0.0356	240.0	4.320	7.88	-0.74	1.55
	83.83	18.22	73.85	0.00	0.0679	12.32	542.0	404.10	0.0358	240.4	4.328	7.89	-0.72	1.55
	84.83	18.23	73.85	0.00	0.0679	12.34	543.2	404.95	0.0362	243.3	4.379	7.98	-0.55	1.55
	85.83	18.25	73.82	0.00	0.0679	12.34	542.9	404.92	0.0361	245.7	4.422	8.06	-0.42	1.55
	86.83	18.25	73.82	0.00	0.0679	12.34	542.8	404.84	0.0360	243.7	4.386	8.00	-0.53	1.55
	87.83	18.25	73.82	0.00	0.0680	12.34	543.0	405.00	0.0361	244.2	4.396	8.02	-0.50	1.55
	88.84	18.27	73.82	0.00	0.0680	12.34	543.2	405.14	0.0363	246.4	4.434	8.09	-0.38	1.55
	89.83	18.27	73.82	0.00	0.0680	12.34	542.9	404.91	0.0363	246.5	4.436	8.09	-0.37	1.55
	90.84	18.27	73.85	0.00	0.0680	12.34	542.9	404.77	0.0364	246.8	4.442	8.10	-0.36	1.55
	91.83	18.27	73.82	0.00	0.0680	12.35	543.3	405.22	0.0370	249.3	4.487	8.18	-0.22	1.55
	92.84	18.27	73.82	0.00	0.0679	12.36	543.7	405.55	0.0377	260.7	4.692	8.55	0.40	1.55
	93.83	18.28	73.85	0.00	0.0679	12.34	543.0	404.92	0.0366	249.5	4.491	8.19	-0.21	1.55
	94.84	18.30	73.82	0.00	0.0680	12.34	543.0	405.08	0.0373	250.9	4.517	8.24	-0.13	1.55
	95.83	18.26	73.82	0.00	0.0679	12.35	543.3	405.23	0.0370	253.4	4.561	8.32	0.00	1.55
	96.83	18.28	73.82	0.00	0.0680	12.35	543.5	405.41	0.0372	254.9	4.588	8.37	0.09	1.55
	97.83	18.26	73.82	0.00	0.0679	12.36	543.9	405.67	0.0371	255.1	4.591	8.37	0.10	1.55
