Jun 29 2017 at 9:39:18
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	24.22	19.83	73.82	0.00	0.0680	12.36	544.0	407.93	0.0413	288.3	5.189	9.51	1.87	1.56
	25.22	19.81	73.82	0.00	0.0680	12.35	543.3	407.36	0.0417	295.4	5.317	9.75	2.21	1.56
	26.22	19.81	73.85	0.00	0.0679	12.33	542.6	406.75	0.0423	297.1	5.348	9.80	2.29	1.56
	27.30	19.85	73.85	0.00	0.0679	12.32	542.3	406.52	0.0433	306.0	5.509	10.10	2.71	1.56
	28.22	19.85	73.85	0.00	0.0678	12.31	541.7	406.08	0.0434	308.3	5.549	10.17	2.81	1.56
	29.30	19.85	73.82	0.00	0.0679	12.31	541.7	406.20	0.0435	310.0	5.580	10.23	2.89	1.56
	30.22	19.85	73.80	0.00	0.0678	12.31	541.6	406.32	0.0434	310.2	5.584	10.24	2.90	1.56
	31.23	19.83	73.82	0.00	0.0678	12.29	540.9	405.59	0.0438	314.7	5.665	10.38	3.10	1.56
	32.22	19.83	73.82	0.00	0.0677	12.29	540.7	405.44	0.0444	317.6	5.717	10.48	3.23	1.56
	33.23	19.84	73.82	0.00	0.0677	12.28	540.1	405.05	0.0452	323.8	5.828	10.68	3.51	1.56
	34.22	19.85	73.82	0.00	0.0676	12.27	539.9	404.89	0.0451	325.1	5.851	10.73	3.56	1.56
	35.22	19.86	73.82	0.00	0.0675	12.25	539.1	404.34	0.0459	330.2	5.944	10.90	3.79	1.56
	36.22	19.88	73.82	0.00	0.0676	12.24	538.4	403.83	0.0459	334.1	6.014	11.03	3.95	1.56
	37.23	19.88	73.82	0.00	0.0675	12.24	538.5	403.86	0.0463	335.0	6.030	11.05	3.99	1.57
	38.23	19.90	73.82	0.00	0.0674	12.22	537.8	403.38	0.0470	342.0	6.157	11.29	4.29	1.56
	39.23	19.86	73.82	0.00	0.0674	12.19	536.6	402.42	0.0481	355.8	6.404	11.74	4.85	1.56
	40.23	19.90	73.82	0.00	0.0675	12.22	537.6	403.23	0.0470	342.7	6.169	11.31	4.32	1.56
	41.23	19.90	73.82	0.00	0.0673	12.20	536.8	402.62	0.0475	347.8	6.260	11.48	4.53	1.56
	42.25	19.90	73.85	0.00	0.0674	12.20	536.9	402.56	0.0475	348.0	6.265	11.48	4.54	1.57
	43.23	19.91	73.82	0.00	0.0672	12.18	536.0	402.07	0.0482	352.6	6.346	11.64	4.72	1.57
	44.25	19.90	73.80	0.00	0.0672	12.18	536.0	402.15	0.0483	356.8	6.422	11.78	4.89	1.56
	45.23	19.89	73.85	0.00	0.0672	12.16	535.1	401.24	0.0490	361.6	6.509	11.93	5.08	1.56
	46.25	19.91	73.82	0.00	0.0671	12.17	535.3	401.56	0.0491	360.7	6.493	11.91	5.05	1.56
	47.23	19.91	73.82	0.00	0.0672	12.16	534.9	401.23	0.0490	363.7	6.547	12.00	5.17	1.57
	48.25	19.93	73.82	0.00	0.0671	12.14	534.3	400.79	0.0498	374.9	6.748	12.37	5.60	1.57
	49.23	19.93	73.82	0.00	0.0670	12.14	534.2	400.70	0.0502	369.6	6.654	12.20	5.40	1.57
	50.23	19.95	73.85	0.00	0.0670	12.13	533.9	400.39	0.0510	377.4	6.793	12.45	5.70	1.57
	51.23	19.95	73.82	0.00	0.0671	12.12	533.5	400.21	0.0507	378.9	6.820	12.51	5.76	1.56
	52.23	19.95	73.82	0.00	0.0669	12.12	533.1	399.93	0.0508	380.3	6.846	12.55	5.81	1.56
	53.23	19.95	73.82	0.00	0.0670	12.10	532.5	399.49	0.0516	389.4	7.009	12.85	6.15	1.56
	54.23	19.95	73.85	0.00	0.0669	12.10	532.5	399.30	0.0513	386.6	6.959	12.76	6.05	1.57
	55.23	19.95	73.82	0.00	0.0669	12.10	532.6	399.54	0.0511	382.2	6.880	12.62	5.88	1.57
	56.23	19.96	73.82	0.00	0.0669	12.09	531.9	399.08	0.0519	388.5	6.994	12.83	6.12	1.56
	57.31	19.93	73.82	0.00	0.0669	12.09	531.8	398.96	0.0518	389.5	7.010	12.85	6.16	1.57
	58.23	19.94	73.85	0.00	0.0666	12.05	530.3	397.65	0.0532	403.0	7.254	13.30	6.65	1.57
	59.25	19.98	73.85	0.00	0.0668	12.05	530.4	397.79	0.0527	402.3	7.242	13.28	6.63	1.57
	60.23	19.96	73.82	0.00	0.0667	12.04	529.8	397.48	0.0536	408.0	7.345	13.47	6.83	1.57
	61.25	19.94	73.88	0.00	0.0666	12.02	529.0	396.59	0.0543	415.5	7.478	13.70	7.10	1.57
	62.23	19.98	73.82	0.00	0.0666	12.04	529.7	397.46	0.0536	407.6	7.336	13.45	6.82	1.57
	63.25	20.00	73.82	0.00	0.0665	12.02	529.1	396.99	0.0545	412.2	7.420	13.61	6.99	1.57
	64.23	20.01	73.82	0.00	0.0665	12.01	528.3	396.39	0.0548	419.5	7.551	13.85	7.24	1.57
	65.23	20.00	73.82	0.00	0.0665	12.02	528.7	396.72	0.0550	416.3	7.494	13.75	7.13	1.57
	66.23	19.98	73.82	0.00	0.0666	12.02	528.8	396.73	0.0545	414.9	7.469	13.70	7.08	1.57
	67.23	20.00	73.82	0.00	0.0665	12.00	528.2	396.32	0.0552	420.7	7.572	13.89	7.28	1.57
	68.23	19.99	73.85	0.00	0.0664	11.99	527.7	395.78	0.0549	424.1	7.633	14.00	7.40	1.57
	69.23	19.99	73.82	0.00	0.0664	11.99	527.5	395.78	0.0556	426.1	7.669	14.07	7.47	1.57
	70.31	20.01	73.82	0.00	0.0665	11.97	526.8	395.28	0.0558	433.4	7.802	14.31	7.72	1.57
	71.23	20.01	73.80	0.00	0.0662	11.95	525.8	394.71	0.0569	439.7	7.914	14.52	7.93	1.57
	72.25	20.03	73.82	0.00	0.0664	11.97	526.5	395.08	0.0562	433.5	7.803	14.31	7.72	1.57
	73.23	20.01	73.85	0.00	0.0663	11.92	524.6	393.53	0.0567	445.8	8.024	14.71	8.13	1.57
	74.25	20.03	73.80	0.00	0.0660	11.92	524.6	393.81	0.0574	447.3	8.051	14.77	8.18	1.57
	75.23	20.01	73.82	0.00	0.0661	11.92	524.3	393.40	0.0572	449.1	8.084	14.83	8.24	1.57
	76.25	20.05	73.82	0.00	0.0660	11.88	522.8	392.35	0.0585	459.7	8.274	15.18	8.59	1.57
	77.23	20.05	73.85	0.00	0.0663	11.93	524.7	393.65	0.0572	445.5	8.019	14.71	8.12	1.57
	78.25	20.06	73.82	0.00	0.0660	11.88	522.9	392.44	0.0583	459.0	8.261	15.16	8.56	1.57
	79.23	20.08	73.82	0.00	0.0660	11.88	522.6	392.21	0.0587	460.4	8.287	15.20	8.61	1.57
	80.23	20.04	73.82	0.00	0.0660	11.91	524.0	393.27	0.0582	451.1	8.120	14.90	8.31	1.57
	81.23	20.08	73.82	0.00	0.0659	11.89	523.2	392.66	0.0588	458.9	8.261	15.16	8.56	1.57
	82.23	20.08	73.82	0.00	0.0660	11.88	522.6	392.22	0.0590	462.3	8.322	15.27	8.67	1.57
	83.25	20.06	73.80	0.00	0.0659	11.86	521.7	391.65	0.0595	467.8	8.420	15.45	8.85	1.57
	84.23	20.08	73.85	0.00	0.0657	11.85	521.2	391.04	0.0596	471.1	8.480	15.55	8.95	1.57
	85.25	20.08	73.82	0.00	0.0659	11.86	522.0	391.80	0.0591	466.1	8.390	15.39	8.79	1.57
	86.23	20.08	73.85	0.00	0.0659	11.86	521.8	391.47	0.0596	469.8	8.457	15.51	8.91	1.57
	87.25	20.08	73.82	0.00	0.0656	11.80	519.1	389.57	0.0611	486.6	8.758	16.07	9.43	1.57
	88.23	20.08	73.82	0.00	0.0659	11.84	520.8	390.87	0.0597	474.9	8.548	15.68	9.07	1.57
	89.25	20.08	73.80	0.00	0.0657	11.82	520.1	390.50	0.0603	478.9	8.620	15.82	9.19	1.57
	90.23	20.11	73.80	0.00	0.0657	11.83	520.6	390.94	0.0604	475.8	8.564	15.72	9.10	1.57
	91.25	20.11	73.85	0.00	0.0655	11.78	518.2	388.84	0.0615	491.8	8.853	16.24	9.59	1.57
	92.23	20.11	73.85	0.00	0.0655	11.78	518.3	388.88	0.0616	490.7	8.832	16.20	9.56	1.57
	93.25	20.11	73.82	0.00	0.0655	11.80	519.1	389.67	0.0616	485.6	8.741	16.04	9.40	1.57
	94.23	20.13	73.82	0.00	0.0655	11.76	517.3	388.35	0.0620	495.2	8.914	16.36	9.69	1.57
	95.23	20.13	73.85	0.00	0.0652	11.73	516.1	387.31	0.0626	503.0	9.054	16.61	9.93	1.57
