Jun 29 2017 at 10:10:59
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	41.16	26.85	73.80	0.00	0.0667	12.04	529.9	407.06	0.0619	495.1	8.912	16.73	10.03	1.66
	42.14	26.82	73.82	0.00	0.0667	12.05	530.3	407.15	0.0623	499.6	8.992	16.88	10.16	1.66
	43.16	26.82	73.77	0.00	0.0667	12.06	530.4	407.54	0.0623	500.4	9.007	16.92	10.19	1.66
	44.14	26.86	73.80	0.00	0.0667	12.07	530.9	407.85	0.0627	506.6	9.119	17.12	10.37	1.66
	45.16	26.82	73.77	0.00	0.0668	12.05	530.3	407.46	0.0626	502.5	9.045	16.99	10.25	1.66
	46.14	26.86	73.82	0.00	0.0668	12.08	531.5	408.15	0.0636	513.0	9.235	17.33	10.56	1.66
	47.16	26.89	73.80	0.00	0.0667	12.05	530.3	407.38	0.0625	505.1	9.092	17.07	10.33	1.66
	48.14	26.86	73.82	0.00	0.0667	12.06	530.5	407.34	0.0631	507.5	9.135	17.15	10.40	1.66
	49.16	26.86	73.80	0.00	0.0668	12.09	532.1	408.71	0.0641	522.0	9.396	17.64	10.82	1.66
	50.14	26.84	73.80	0.00	0.0668	12.08	531.6	408.32	0.0636	516.5	9.297	17.46	10.66	1.66
	51.16	26.86	73.80	0.00	0.0668	12.06	530.6	407.59	0.0632	510.5	9.189	17.25	10.49	1.66
	52.14	26.86	73.80	0.00	0.0668	12.08	531.5	408.32	0.0637	518.9	9.340	17.54	10.73	1.66
	53.16	26.88	73.80	0.00	0.0668	12.07	531.2	408.10	0.0638	517.4	9.313	17.49	10.69	1.66
	54.14	26.86	73.80	0.00	0.0669	12.10	532.2	408.83	0.0646	525.9	9.467	17.78	10.94	1.66
	55.14	26.88	73.80	0.00	0.0668	12.08	531.4	408.22	0.0642	520.5	9.368	17.59	10.78	1.66
	56.22	26.88	73.80	0.00	0.0669	12.09	531.8	408.57	0.0648	524.5	9.442	17.73	10.90	1.66
	57.14	26.88	73.80	0.00	0.0669	12.11	532.7	409.19	0.0654	532.7	9.589	18.01	11.13	1.66
	58.16	26.88	73.80	0.00	0.0669	12.10	532.2	408.86	0.0648	529.3	9.528	17.89	11.03	1.66
	59.14	26.88	73.80	0.00	0.0669	12.10	532.4	408.97	0.0651	533.8	9.608	18.04	11.16	1.66
	60.16	26.92	73.80	0.00	0.0670	12.12	533.4	409.79	0.0654	539.7	9.714	18.24	11.33	1.66
	61.14	26.92	73.77	0.00	0.0670	12.09	532.1	408.96	0.0651	532.0	9.576	17.99	11.11	1.66
	62.16	26.90	73.80	0.00	0.0670	12.11	532.8	409.36	0.0656	537.9	9.682	18.18	11.28	1.66
	63.14	26.88	73.80	0.00	0.0670	12.10	532.6	409.14	0.0657	537.3	9.671	18.16	11.26	1.66
	64.16	26.90	73.80	0.00	0.0670	12.10	532.6	409.18	0.0656	538.5	9.693	18.20	11.29	1.66
	65.14	26.92	73.80	0.00	0.0669	12.11	532.7	409.24	0.0659	539.7	9.714	18.24	11.33	1.66
	66.16	26.92	73.80	0.00	0.0670	12.13	533.7	410.06	0.0663	548.4	9.872	18.54	11.57	1.66
	67.14	26.92	73.77	0.00	0.0670	12.11	532.9	409.58	0.0663	543.3	9.780	18.37	11.43	1.66
	68.16	26.90	73.82	0.00	0.0670	12.12	533.2	409.47	0.0665	545.7	9.823	18.44	11.49	1.66
	69.14	26.90	73.80	0.00	0.0670	12.13	533.7	410.02	0.0666	550.1	9.902	18.60	11.62	1.66
	70.14	26.90	73.80	0.00	0.0670	12.13	533.8	410.06	0.0668	552.2	9.939	18.66	11.67	1.66
	71.22	26.90	73.82	0.00	0.0670	12.13	533.6	409.80	0.0667	549.8	9.897	18.58	11.61	1.66
	72.14	26.92	73.82	0.00	0.0671	12.14	534.0	410.13	0.0669	554.1	9.974	18.72	11.72	1.66
	73.16	26.92	73.77	0.00	0.0671	12.14	534.4	410.69	0.0673	557.7	10.039	18.86	11.82	1.66
	74.14	26.94	73.82	0.00	0.0671	12.15	534.7	410.68	0.0677	561.1	10.101	18.96	11.92	1.66
	75.16	26.92	73.80	0.00	0.0671	12.15	534.5	410.68	0.0677	561.1	10.099	18.97	11.91	1.67
	76.14	26.93	73.80	0.00	0.0671	12.14	534.0	410.33	0.0674	557.9	10.042	18.86	11.83	1.67
	77.16	26.96	73.82	0.00	0.0671	12.15	534.6	410.66	0.0677	561.7	10.111	18.99	11.93	1.66
	78.14	26.96	73.80	0.00	0.0673	12.17	535.4	411.38	0.0690	572.4	10.303	19.35	12.22	1.66
	79.16	26.98	73.80	0.00	0.0673	12.19	536.6	412.33	0.0687	574.8	10.347	19.44	12.29	1.66
	80.14	26.93	73.80	0.00	0.0673	12.19	536.5	412.18	0.0690	576.3	10.374	19.48	12.32	1.67
	81.16	26.94	73.80	0.00	0.0674	12.19	536.4	412.18	0.0691	575.3	10.355	19.45	12.30	1.67
	82.22	26.93	73.80	0.00	0.0673	12.18	535.9	411.73	0.0685	571.7	10.290	19.33	12.20	1.67
	83.16	26.97	73.80	0.00	0.0673	12.19	536.3	412.16	0.0689	578.0	10.405	19.54	12.37	1.67
	84.22	26.95	73.80	0.00	0.0671	12.19	536.3	412.13	0.0690	577.1	10.387	19.51	12.34	1.67
	85.14	26.97	73.80	0.00	0.0673	12.19	536.3	412.14	0.0689	576.4	10.375	19.49	12.33	1.67
	86.22	26.95	73.80	0.00	0.0673	12.18	536.0	411.84	0.0689	575.5	10.358	19.46	12.30	1.67
