Jun 29 2017 at 10:00:54
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	18.31	24.71	73.82	0.00	0.0668	12.04	530.0	404.05	0.0445	325.9	5.867	10.93	3.83	1.63
	19.31	24.75	73.80	0.00	0.0667	12.06	530.5	404.61	0.0450	320.6	5.770	10.76	3.60	1.63
	20.31	24.75	73.82	0.00	0.0666	12.04	529.7	403.87	0.0449	327.4	5.893	10.98	3.90	1.63
	21.31	24.73	73.80	0.00	0.0665	12.03	529.3	403.67	0.0475	334.5	6.021	11.23	4.20	1.63
	22.31	24.73	73.82	0.00	0.0666	12.02	528.8	403.16	0.0459	336.0	6.048	11.27	4.27	1.63
	23.31	24.73	73.80	0.00	0.0667	12.03	529.3	403.70	0.0462	329.1	5.923	11.04	3.97	1.63
	24.31	24.79	73.80	0.00	0.0665	11.98	527.3	402.22	0.0474	348.7	6.277	11.71	4.80	1.63
	25.39	24.77	73.82	0.00	0.0664	12.01	528.3	402.87	0.0467	338.3	6.089	11.35	4.37	1.63
	26.31	24.77	73.82	0.00	0.0665	12.00	528.2	402.77	0.0467	341.9	6.155	11.47	4.52	1.63
	27.31	24.75	73.82	0.00	0.0667	12.01	528.4	402.90	0.0463	337.4	6.072	11.32	4.33	1.63
	28.31	24.79	73.80	0.00	0.0665	12.01	528.4	403.07	0.0465	336.7	6.060	11.30	4.30	1.63
	29.31	24.79	73.80	0.00	0.0665	12.00	527.8	402.65	0.0473	342.8	6.171	11.51	4.56	1.63
	30.31	24.76	73.82	0.00	0.0664	11.99	527.6	402.29	0.0467	341.6	6.148	11.46	4.50	1.63
	31.64	24.77	73.80	0.00	0.0666	11.99	527.7	402.56	0.0474	344.5	6.202	11.56	4.63	1.63
	32.31	24.79	73.80	0.00	0.0663	11.99	527.5	402.37	0.0477	348.7	6.277	11.71	4.80	1.63
	33.31	24.79	73.82	0.00	0.0665	11.98	527.3	402.07	0.0476	346.4	6.235	11.62	4.71	1.63
	34.31	24.80	73.82	0.00	0.0664	11.97	526.8	401.76	0.0482	354.9	6.387	11.91	5.05	1.63
	35.31	24.80	73.80	0.00	0.0662	11.96	526.4	401.58	0.0483	356.1	6.410	11.95	5.10	1.63
	36.31	24.78	73.82	0.00	0.0660	11.93	524.8	400.16	0.0502	383.8	6.908	12.88	6.18	1.63
	37.31	24.76	73.77	0.00	0.0661	11.95	526.0	401.34	0.0490	362.2	6.519	12.16	5.34	1.63
	38.31	24.80	73.80	0.00	0.0663	11.95	525.9	401.23	0.0488	357.8	6.441	12.01	5.17	1.63
	39.31	24.78	73.82	0.00	0.0662	11.95	525.8	400.99	0.0493	360.7	6.492	12.10	5.28	1.63
	40.39	24.82	73.82	0.00	0.0664	11.94	525.4	400.73	0.0491	364.0	6.552	12.21	5.42	1.63
	41.31	24.78	73.82	0.00	0.0663	11.94	525.3	400.57	0.0494	364.3	6.558	12.22	5.43	1.63
	42.31	24.82	73.77	0.00	0.0662	11.92	524.3	400.15	0.0501	374.3	6.737	12.57	5.82	1.63
	43.31	24.80	73.80	0.00	0.0660	11.93	524.7	400.29	0.0505	372.6	6.707	12.51	5.76	1.63
	44.31	24.82	73.80	0.00	0.0660	11.91	524.2	399.93	0.0505	377.2	6.789	12.66	5.93	1.63
	45.31	24.82	73.82	0.00	0.0661	11.91	524.2	399.80	0.0507	375.7	6.762	12.61	5.87	1.63
	46.31	24.80	73.80	0.00	0.0660	11.90	523.7	399.55	0.0513	380.3	6.846	12.77	6.05	1.63
	47.31	24.84	73.80	0.00	0.0660	11.91	523.9	399.70	0.0511	379.6	6.833	12.74	6.03	1.63
	48.31	24.80	73.80	0.00	0.0660	11.89	523.0	398.98	0.0510	387.6	6.977	13.01	6.33	1.63
	49.31	24.82	73.80	0.00	0.0660	11.90	523.5	399.41	0.0512	381.2	6.861	12.80	6.08	1.63
	50.31	24.86	73.80	0.00	0.0661	11.88	522.9	398.98	0.0512	387.1	6.968	13.00	6.31	1.63
	51.31	24.82	73.80	0.00	0.0659	11.89	523.1	399.08	0.0514	385.8	6.944	12.95	6.26	1.63
	52.31	24.86	73.82	0.00	0.0660	11.88	522.8	398.78	0.0520	388.4	6.992	13.04	6.36	1.63
	53.31	24.86	73.82	0.00	0.0660	11.88	522.6	398.65	0.0518	389.9	7.018	13.09	6.41	1.63
	54.31	24.86	73.80	0.00	0.0660	11.86	521.7	398.11	0.0523	398.4	7.171	13.37	6.73	1.63
	55.33	24.86	73.80	0.00	0.0660	11.86	522.0	398.31	0.0524	395.3	7.115	13.27	6.61	1.63
	56.31	24.84	73.82	0.00	0.0659	11.86	521.9	398.07	0.0525	395.5	7.119	13.27	6.62	1.63
	57.31	24.88	73.80	0.00	0.0658	11.85	521.3	397.80	0.0531	400.9	7.217	13.46	6.82	1.63
	58.31	24.85	73.80	0.00	0.0659	11.86	521.6	398.02	0.0530	400.8	7.215	13.46	6.81	1.63
	59.31	24.88	73.80	0.00	0.0657	11.84	521.0	397.56	0.0532	405.2	7.293	13.60	6.97	1.63
	60.31	24.85	73.80	0.00	0.0656	11.84	520.9	397.48	0.0537	402.9	7.253	13.53	6.89	1.63
	61.31	24.89	73.80	0.00	0.0658	11.84	520.9	397.51	0.0538	410.8	7.395	13.80	7.18	1.63
	62.31	24.90	73.85	0.00	0.0656	11.82	520.1	396.65	0.0545	415.1	7.472	13.93	7.33	1.63
	63.31	24.88	73.80	0.00	0.0658	11.81	519.5	396.40	0.0548	422.4	7.604	14.18	7.58	1.63
	64.31	24.91	73.82	0.00	0.0656	11.80	519.3	396.21	0.0556	421.3	7.583	14.14	7.54	1.63
	65.31	24.91	73.85	0.00	0.0656	11.82	519.9	396.49	0.0547	416.8	7.502	13.99	7.39	1.63
	66.31	24.85	73.80	0.00	0.0654	11.78	518.4	395.51	0.0555	434.0	7.812	14.57	7.98	1.63
	67.31	24.87	73.77	0.00	0.0656	11.81	519.6	396.61	0.0545	419.6	7.553	14.09	7.48	1.63
	68.33	24.91	73.80	0.00	0.0656	11.79	518.8	395.94	0.0552	427.6	7.697	14.36	7.76	1.63
	69.31	24.87	73.80	0.00	0.0655	11.78	518.5	395.67	0.0555	431.0	7.758	14.47	7.88	1.63
	70.33	24.89	73.80	0.00	0.0656	11.77	518.0	395.28	0.0565	435.3	7.835	14.62	8.02	1.63
	71.31	24.91	73.80	0.00	0.0655	11.79	518.6	395.81	0.0556	429.3	7.727	14.42	7.82	1.63
	72.33	24.93	73.80	0.00	0.0654	11.78	518.5	395.72	0.0557	427.7	7.699	14.36	7.77	1.63
	73.31	24.89	73.82	0.00	0.0655	11.78	518.3	395.41	0.0558	430.8	7.755	14.46	7.87	1.63
	74.31	24.93	73.82	0.00	0.0653	11.76	517.6	394.91	0.0562	435.6	7.841	14.62	8.04	1.63
	75.31	24.93	73.80	0.00	0.0653	11.74	516.4	394.14	0.0580	448.6	8.074	15.06	8.47	1.63
	76.31	24.93	73.82	0.00	0.0655	11.76	517.3	394.69	0.0565	443.9	7.990	14.90	8.31	1.63
	77.31	24.91	73.82	0.00	0.0655	11.77	517.7	394.93	0.0569	440.0	7.920	14.77	8.18	1.63
	78.31	24.93	73.80	0.00	0.0654	11.75	517.0	394.57	0.0570	445.7	8.023	14.97	8.37	1.64
	79.31	24.93	73.80	0.00	0.0653	11.74	516.6	394.31	0.0577	446.3	8.034	14.99	8.39	1.63
	80.31	24.95	73.82	0.00	0.0653	11.75	517.0	394.46	0.0566	440.9	7.935	14.80	8.21	1.63
	81.31	24.95	73.80	0.00	0.0655	11.75	517.0	394.59	0.0569	442.9	7.971	14.87	8.28	1.63
	82.31	24.91	73.80	0.00	0.0652	11.75	516.9	394.45	0.0571	444.8	8.007	14.94	8.34	1.63
	83.39	24.95	73.77	0.00	0.0654	11.74	516.5	394.39	0.0576	447.2	8.049	15.02	8.42	1.64
	84.31	24.93	73.80	0.00	0.0654	11.72	515.8	393.68	0.0583	458.7	8.256	15.40	8.80	1.64
	85.33	24.98	73.80	0.00	0.0653	11.72	515.6	393.62	0.0585	456.8	8.223	15.34	8.74	1.64
	86.31	24.96	73.80	0.00	0.0652	11.72	515.5	393.47	0.0583	456.3	8.214	15.33	8.72	1.64
	87.33	24.94	73.80	0.00	0.0651	11.71	515.4	393.36	0.0585	460.1	8.283	15.45	8.85	1.63
	88.31	25.02	73.80	0.00	0.0651	11.71	515.1	393.24	0.0593	463.0	8.333	15.55	8.94	1.63
	89.31	24.98	73.80	0.00	0.0654	11.70	514.9	393.08	0.0587	459.1	8.264	15.42	8.81	1.64
	90.31	24.96	73.82	0.00	0.0653	11.71	515.1	393.00	0.0588	462.1	8.317	15.51	8.91	1.64
	91.31	24.93	73.80	0.00	0.0652	11.70	514.8	392.87	0.0587	462.7	8.328	15.54	8.93	1.64
	92.31	24.98	73.80	0.00	0.0650	11.70	514.7	392.89	0.0595	468.7	8.437	15.74	9.12	1.64
	93.31	24.96	73.80	0.00	0.0653	11.70	514.7	392.90	0.0590	465.0	8.370	15.62	9.00	1.64
	94.31	24.96	73.82	0.00	0.0651	11.68	514.1	392.28	0.0594	468.4	8.431	15.73	9.11	1.64
	95.31	24.96	73.80	0.00	0.0650	11.68	514.1	392.42	0.0598	472.8	8.510	15.88	9.25	1.64
