Jun 29 2017 at 10:03:29
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	39.67	25.32	73.82	0.00	0.0673	12.18	535.7	409.28	0.0499	365.9	6.586	12.30	5.52	1.64
	40.67	25.32	73.82	0.00	0.0672	12.21	537.0	410.28	0.0503	380.2	6.844	12.78	6.07	1.64
	41.67	25.30	73.82	0.00	0.0671	12.17	535.4	409.02	0.0496	368.0	6.624	12.37	5.60	1.64
	42.75	25.34	73.80	0.00	0.0676	12.23	538.2	411.33	0.0523	387.1	6.969	13.02	6.33	1.64
	43.67	25.34	73.80	0.00	0.0674	12.21	537.3	410.64	0.0509	381.5	6.866	12.83	6.12	1.64
	44.69	25.34	73.80	0.00	0.0670	12.19	536.4	409.94	0.0503	375.5	6.759	12.63	5.89	1.64
	45.67	25.32	73.80	0.00	0.0673	12.20	536.8	410.22	0.0508	380.4	6.847	12.79	6.08	1.64
	46.69	25.34	73.80	0.00	0.0674	12.21	537.1	410.47	0.0512	383.6	6.905	12.90	6.20	1.64
	47.67	25.34	73.80	0.00	0.0673	12.21	537.4	410.74	0.0514	387.4	6.972	13.03	6.34	1.64
	48.69	25.36	73.80	0.00	0.0672	12.23	538.0	411.21	0.0515	395.4	7.116	13.30	6.64	1.64
	49.67	25.38	73.80	0.00	0.0675	12.21	537.4	410.78	0.0516	389.1	7.004	13.09	6.41	1.64
	50.69	25.38	73.82	0.00	0.0674	12.20	536.9	410.25	0.0513	384.3	6.917	12.92	6.23	1.64
	51.67	25.34	73.82	0.00	0.0676	12.25	539.2	411.91	0.0532	403.3	7.259	13.56	6.93	1.64
	52.69	25.36	73.80	0.00	0.0674	12.22	537.7	410.95	0.0522	394.6	7.102	13.27	6.61	1.64
	53.67	25.38	73.80	0.00	0.0674	12.21	537.4	410.75	0.0522	390.1	7.022	13.12	6.45	1.64
	54.67	25.35	73.82	0.00	0.0672	12.20	536.7	410.02	0.0518	391.2	7.041	13.15	6.49	1.64
	55.67	25.35	73.80	0.00	0.0675	12.21	537.4	410.70	0.0522	395.3	7.116	13.29	6.64	1.64
	56.67	25.35	73.80	0.00	0.0675	12.23	538.1	411.24	0.0531	398.7	7.176	13.41	6.76	1.64
	57.75	25.35	73.80	0.00	0.0674	12.25	539.0	411.94	0.0532	404.2	7.276	13.59	6.96	1.64
	58.67	25.35	73.80	0.00	0.0676	12.22	537.8	411.02	0.0528	398.3	7.169	13.39	6.75	1.64
	59.69	25.38	73.80	0.00	0.0675	12.19	536.6	410.14	0.0528	396.4	7.135	13.33	6.68	1.64
	60.67	25.39	73.80	0.00	0.0676	12.23	538.1	411.30	0.0539	403.8	7.268	13.58	6.95	1.64
	61.69	25.37	73.80	0.00	0.0675	12.25	539.0	412.01	0.0539	409.3	7.368	13.77	7.15	1.64
	62.67	25.37	73.80	0.00	0.0675	12.21	537.4	410.76	0.0530	402.7	7.248	13.54	6.91	1.65
	63.69	25.41	73.80	0.00	0.0674	12.21	537.2	410.65	0.0532	400.1	7.202	13.46	6.82	1.64
	64.67	25.41	73.80	0.00	0.0674	12.22	537.6	410.98	0.0533	405.8	7.304	13.65	7.02	1.64
	65.69	25.43	73.77	0.00	0.0675	12.24	538.5	411.83	0.0538	411.8	7.413	13.86	7.24	1.64
	66.67	25.41	73.80	0.00	0.0675	12.25	539.1	412.12	0.0546	416.8	7.502	14.02	7.41	1.64
	67.69	25.41	73.82	0.00	0.0676	12.25	539.2	412.04	0.0542	416.0	7.488	13.99	7.39	1.65
	68.75	25.43	73.80	0.00	0.0675	12.22	537.8	411.17	0.0540	410.7	7.393	13.81	7.20	1.65
	69.67	25.39	73.80	0.00	0.0675	12.23	538.3	411.44	0.0543	412.5	7.425	13.87	7.26	1.64
	70.75	25.43	73.80	0.00	0.0678	12.29	540.7	413.38	0.0553	427.1	7.687	14.37	7.77	1.64
	71.67	25.43	73.80	0.00	0.0677	12.26	539.4	412.39	0.0548	421.9	7.595	14.19	7.59	1.65
	72.75	25.41	73.80	0.00	0.0676	12.26	539.7	412.54	0.0550	424.8	7.646	14.29	7.69	1.65
	73.67	25.43	73.80	0.00	0.0676	12.26	539.3	412.27	0.0552	420.9	7.576	14.16	7.56	1.65
	74.69	25.45	73.80	0.00	0.0675	12.25	538.8	411.97	0.0550	419.8	7.557	14.12	7.52	1.65
	75.67	25.45	73.80	0.00	0.0676	12.28	540.3	413.11	0.0552	427.3	7.692	14.37	7.78	1.65
	76.69	25.47	73.77	0.00	0.0676	12.24	538.4	411.77	0.0546	418.2	7.528	14.07	7.47	1.65
	77.67	25.47	73.80	0.00	0.0676	12.24	538.7	411.91	0.0549	419.0	7.543	14.10	7.49	1.65
	78.69	25.43	73.80	0.00	0.0676	12.26	539.5	412.45	0.0556	425.4	7.657	14.31	7.71	1.65
	79.67	25.47	73.80	0.00	0.0677	12.24	538.6	411.82	0.0548	421.8	7.593	14.19	7.59	1.65
	80.69	25.44	73.80	0.00	0.0676	12.24	538.4	411.65	0.0556	424.5	7.641	14.28	7.68	1.65
	81.67	25.47	73.80	0.00	0.0675	12.25	539.0	412.15	0.0554	426.9	7.685	14.36	7.77	1.65
	82.69	25.44	73.82	0.00	0.0675	12.25	539.1	412.01	0.0555	429.0	7.722	14.43	7.84	1.65
	83.67	25.47	73.80	0.00	0.0674	12.24	538.5	411.76	0.0552	423.8	7.628	14.26	7.66	1.65
	84.67	25.47	73.77	0.00	0.0677	12.24	538.6	411.93	0.0535	382.1	6.879	12.86	6.15	1.65
	85.69	25.48	73.82	0.00	0.0676	12.26	539.4	412.27	0.0553	425.9	7.667	14.32	7.73	1.65
	86.67	25.44	73.77	0.00	0.0677	12.26	539.4	412.55	0.0543	415.3	7.476	13.98	7.36	1.65
	87.69	25.46	73.80	0.00	0.0676	12.28	540.5	413.23	0.0561	430.2	7.744	14.47	7.88	1.65
	88.67	25.48	73.77	0.00	0.0677	12.29	540.6	413.49	0.0556	429.9	7.739	14.47	7.87	1.65
	89.69	25.50	73.80	0.00	0.0677	12.26	539.5	412.55	0.0558	430.0	7.740	14.47	7.87	1.65
	90.67	25.50	73.80	0.00	0.0676	12.25	539.2	412.28	0.0558	431.8	7.772	14.53	7.93	1.65
	91.69	25.48	73.80	0.00	0.0678	12.25	539.1	412.20	0.0557	429.8	7.736	14.46	7.87	1.65
	92.67	25.48	73.80	0.00	0.0678	12.29	540.9	413.60	0.0566	435.1	7.832	14.64	8.05	1.65
	93.69	25.48	73.82	0.00	0.0676	12.25	539.0	411.99	0.0564	435.1	7.832	14.63	8.05	1.65
	94.67	25.50	73.82	0.00	0.0678	12.28	540.5	413.19	0.0567	438.7	7.897	14.76	8.17	1.65
	95.69	25.48	73.77	0.00	0.0676	12.29	540.7	413.58	0.0557	430.7	7.753	14.50	7.90	1.65
	96.67	25.52	73.77	0.00	0.0677	12.29	540.6	413.53	0.0566	434.7	7.824	14.63	8.03	1.65
	97.69	25.52	73.80	0.00	0.0680	12.28	540.3	413.18	0.0564	436.8	7.862	14.70	8.10	1.65
	98.67	25.52	73.80	0.00	0.0675	12.28	540.4	413.28	0.0569	439.3	7.908	14.78	8.19	1.65
	99.69	25.50	73.77	0.00	0.0677	12.30	541.1	413.88	0.0568	442.0	7.957	14.88	8.28	1.65
	100.75	25.52	73.80	0.00	0.0678	12.29	540.8	413.54	0.0573	449.5	8.091	15.12	8.53	1.65
	101.67	25.54	73.80	0.00	0.0678	12.30	541.3	413.94	0.0574	447.4	8.054	15.06	8.46	1.65
	102.69	25.52	73.80	0.00	0.0677	12.28	540.4	413.28	0.0573	447.5	8.055	15.06	8.46	1.65
	103.67	25.56	73.80	0.00	0.0677	12.28	540.4	413.34	0.0574	446.4	8.035	15.02	8.43	1.65
	104.69	25.54	73.80	0.00	0.0676	12.27	540.0	412.96	0.0577	450.8	8.115	15.17	8.57	1.65
	105.67	25.54	73.80	0.00	0.0676	12.25	539.2	412.34	0.0580	456.9	8.225	15.38	8.77	1.65
