Jun 29 2017 at 9:42:21
Frequency: 1.00Hz.
CO2
Zero:  Value:0.91  Date:May 19 2009 at 7:53:33 AM
Span:  Value:1.00  Date:May 19 2009 at 8:00:06 AM
H2O
Zero:  Value:0.77  Date:May 19 2009 at 7:54:01 AM
Span:  Value:1.01  Date:28 Jun 2004	 at 08:29:05	
	Relative Time	Temperature	Pressure	Aux Input	CO2 Absorptance	CO2 mmol/m3	CO2 mg/m3	CO2 umol/mol	H2O Absorptance	H2O mmol/m3	H2O g/m3	H2O mmol/mol	H2O(°C)	Cooler Voltage
	85.16	20.85	73.80	0.00	0.0682	12.40	545.4	410.58	0.0601	476.3	8.574	15.78	9.15	1.59
	86.16	20.85	73.85	0.00	0.0684	12.43	546.7	411.29	0.0608	481.3	8.664	15.93	9.31	1.59
	87.16	20.87	73.82	0.00	0.0684	12.45	547.7	412.21	0.0612	486.0	8.748	16.09	9.45	1.59
	88.16	20.85	73.85	0.00	0.0684	12.44	547.5	411.90	0.0610	486.6	8.760	16.11	9.47	1.59
	89.16	20.87	73.82	0.00	0.0684	12.45	547.8	412.27	0.0612	486.9	8.764	16.12	9.48	1.59
	90.16	20.87	73.80	0.00	0.0686	12.47	548.6	412.99	0.0613	489.4	8.810	16.21	9.56	1.59
	91.16	20.89	73.85	0.00	0.0685	12.43	546.8	411.35	0.0614	485.3	8.736	16.07	9.43	1.59
	92.14	20.89	73.82	0.00	0.0686	12.49	549.4	413.47	0.0618	495.7	8.923	16.42	9.75	1.59
	93.16	20.89	73.82	0.00	0.0683	12.45	547.6	412.15	0.0614	491.0	8.838	16.26	9.61	1.59
	94.14	20.89	73.85	0.00	0.0685	12.48	549.1	413.14	0.0620	498.0	8.964	16.48	9.82	1.59
	95.16	20.89	73.85	0.00	0.0685	12.47	548.6	412.74	0.0616	493.7	8.887	16.34	9.69	1.59
	96.14	20.91	73.82	0.00	0.0685	12.47	548.6	412.91	0.0619	494.5	8.901	16.38	9.71	1.59
